-18.996,89.147,1,0,1,256.86159,34.7381619217,-50.9488282918,20.1771014235,15.139566726,-25.8367508897,7.72985409253,-23.5349510676,-7.00240836299,9.66146085409,-0.752980427046,6.76009697509,17.1125978648,12.4733017122,1530.62276438,1649.32104671,1221.63814564,501.717892237,1091.74364116,618.560017689,402.236969122,309.392601567,233.206166806,261.850703369,240.834177342,1
-19.347,125.825,4,2,1,301.87057,34.0333463835,-39.7330829463,30.6402979429,19.6462641009,-45.2314147313,9.10361313869,-19.0195812873,1.11904711347,9.16944990046,3.99939416058,5.48107498341,10.9588453882,11.1505998243,1385.18604163,1670.68989345,1339.19347388,889.918741668,1148.82491174,428.976969058,306.187624281,368.973939524,227.275123496,261.643570479,332.356535657,1
-9.472,121.707,4,2,1,158.85016,41.7941965649,-22.1331183206,3.51848664122,1.86805916031,13.5420782443,6.94400572519,15.4064980916,5.46963740458,4.82201717557,1.79260114504,-10.0944885496,-2.1433740458,41.4970446579,4513.99510265,2640.39823897,3070.7916152,1347.75867073,1499.49150993,1015.07634477,897.411739017,608.034879513,549.493210438,481.149048677,442.663136257,1
-14.406,83.012,5,0,1,181.26322,38.6375301455,-64.8071912682,-21.9204178794,-25.058970894,-2.52045945946,-11.9791871102,-4.02151767152,-4.50283991684,1.35094802495,-6.20615384615,-2.55724948025,1.84105405405,26.2794284778,2304.53693895,1187.64424789,1311.17043545,809.621938269,612.699944123,492.734024807,525.801667453,585.984445193,278.578591178,250.545026798,348.842235677,1
-9.289,76.013,4,7,0,248.89424,43.08984522,-27.3516737481,14.205831563,-6.94138846737,21.2785159332,-9.62796813354,-6.89482397572,-2.73030349014,2.00329135053,-2.03026555387,-0.764775417299,1.7694430956,37.7864194783,3726.68491598,1164.27207365,1536.67448952,1167.31643569,580.604007919,498.168560609,607.747213878,367.191519099,403.53277153,262.670576754,272.634633667,1
-10.003,143.751,4,0,0,151.19628,41.4940518672,-16.8899751037,-24.2282676349,-9.6371846473,12.0732593361,0.288607883817,-2.67112655602,3.2971659751,4.11458713693,9.17241701245,-8.68077385892,-4.50066182573,36.2068006301,3536.10215753,1847.62756445,2652.94607433,1193.2150121,1440.76704081,801.594087783,894.983613317,476.321960774,589.813962293,405.382981092,300.309110207,1
-11.161,122.412,4,0,1,166.21669,40.8861500904,-5.59510126582,-42.0185009042,-20.8694575045,2.80314647378,2.04924593128,-5.98245207957,-7.24217179024,4.3742477396,-1.78837432188,-8.74482278481,-4.2024358047,29.7478958708,6570.66160118,1401.09418112,2368.39079087,760.02060895,1127.5027471,640.740103423,951.9816679,553.33387432,559.235312614,375.183605318,316.228244676,1
-12.785,244.366,4,10,1,245.44608,40.1073661765,-4.38831911765,-26.8570705882,-20.5595647059,3.94880735294,-14.6479794118,-10.7056602941,-8.79105147059,7.62051764706,1.45892647059,-2.75224264706,3.49953088235,27.603569388,5436.50836449,1751.87538607,1419.33045001,929.904110556,667.196887023,713.451886045,679.834466522,412.356142656,330.343611265,257.591595978,443.473980308,1
-5.834,143.886,1,9,0,178.442,46.636820841,57.5280036563,9.73338391225,-4.9723857404,9.16552468007,4.22823034735,2.75408043876,3.18699817185,13.6338775137,3.35259414991,-10.0491681901,-2.86995429616,28.021750871,5863.70331557,1923.46698456,2389.60225185,689.7663775,1185.54237535,677.856061536,685.293096846,578.849226546,438.426766219,379.737621924,409.14045717,1
-12.174,74.642,1,2,0,284.00281,39.6356295775,-37.7160239437,2.63985352113,-16.9807760563,6.23142253521,-9.3815971831,-8.35974788732,-0.22433943662,5.63151408451,-1.47877464789,-3.85165633803,0.0218028169014,47.632657467,4547.01370205,2644.41557795,2275.40554272,1209.71289007,645.94475357,613.899078208,659.240221202,495.361658948,395.227021411,330.374031135,378.560555071,1
-7.535,139.48,3,11,1,202.39628,45.5172417962,24.8800276339,17.5676096718,-4.76064594128,11.3989879102,0.916485319516,3.32203799655,6.3327806563,5.75082901554,5.50508635579,-10.4945734024,3.28447322971,19.9006961868,2461.32491457,1814.54397453,1762.92165269,850.214406078,966.321125773,620.776093791,574.899791594,367.99535648,484.996214915,349.963023067,303.594865693,1
